coder,response_uuid,participant__hashed_id,child_hashed_id,child__age_rounded,child__gender,videoShown,audioPlayed,frame_duration_stimuli,frame_duration_respond,frame_duration_transcribe,event0_timestamp,parent_transcription,response_video_file,session_order,trial_type,trial_num,testtrial_type,stimulus_set,stimulus_subject,stimulus_verb,stimulus_object,stimulus_distractor,stimulus_targetutterance,stimulus_condition,informative_entities,uninformative_entities,response_exact_utterance,response_attempted_target,response_included_subject,response_included_verb,response_included_object,response_included_distractor,response_included_informative,response_included_uninformative,include_trial,exclusion_reason,notes_trial
sienna/lia,010130f1-7660-4825-a327-36854141c328,F3McX5,cSWdcH,510,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,,,,,gibberish,,Order_1,test_trial,3,commonground,cg_duck,duck,bounce,ball,lake,The ball bounced by the lake,commonground,BALL BOUNCE,DUCK LAKE,unintelligible,n,n,n,n,n,n,n,y,,
sienna/lia,010130f1-7660-4825-a327-36854141c328,F3McX5,cSWdcH,510,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_bird_baby_juice.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_bird_baby_juice.webm,,,,,gibberish,,Order_1,test_trial,4,agentpatient,ap_drink,bird,drink,juice,baby,The bird drank the juice,agent_ambig,BIRD DRINK,JUICE BABY,unintelligible,n,n,n,n,n,n,n,y,,
sienna/lia,010130f1-7660-4825-a327-36854141c328,F3McX5,cSWdcH,510,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_dog_apple_banana.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_dog_apple_banana.webm,,,,,nothing,,Order_1,test_trial,5,agentpatient,ap_eat,dog,eat,apple,banana,The dog ate the apple,patient_ambig,EAT APPLE ,DOG BANANA,BABY; BABA [points at screen],n,n,n,n,n,n,n,y,,
sienna/lia,010130f1-7660-4825-a327-36854141c328,F3McX5,cSWdcH,510,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,,,,,bear,,Order_1,test_trial,6,commonground,cg_bear,bear,put-on,shoes,room,The bear put on the shoes,commonground,PUT-ON SHOES ,BEAR ROOM,unintelligible,n,n,n,n,n,n,n,y,,
sienna/lia,010130f1-7660-4825-a327-36854141c328,F3McX5,cSWdcH,510,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_baby_milk_juice.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_baby_milk_juice.webm,,,,,apple,,Order_1,test_trial,7,agentpatient,ap_drink,baby,drink,milk,juice,The baby drank the milk,patient_ambig,DRINK MILK ,BABY JUICE,APPLE X3,n,n,n,n,n,n,n,y,,
sienna/lia,010130f1-7660-4825-a327-36854141c328,F3McX5,cSWdcH,510,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_cat_dog_banana.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_cat_dog_banana.webm,,,,,byebye dog,,Order_1,test_trial,8,agentpatient,ap_eat,cat,eat,banana,dog,The cat ate the banana,agent_ambig,CAT EAT,BANANA DOG,BYE BYE DOG,n,n,n,n,y,n,y,y,,
sienna/lia,fb1c9290-9050-4114-b4e4-d73bad2fb887,3UL5CE,U6N3dX,510,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,,,,,nothing,,Order_1,train_1,1,NA,train_bunny,bunny,NA,NA,NA,It is a bunny,NA,BUNNY,NA,[NA],n,n,NA,NA,NA,n,n,y,,
sienna/lia,fb1c9290-9050-4114-b4e4-d73bad2fb887,3UL5CE,U6N3dX,510,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,,,,,nothing,,Order_1,train_2,2,NA,train_car,car,NA,NA,NA,It is a car,NA,CAR,NA,[NA],n,n,NA,NA,NA,n,n,y,,
sienna/lia,fb1c9290-9050-4114-b4e4-d73bad2fb887,3UL5CE,U6N3dX,510,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,,,,,nothing,,Order_1,test_trial,3,commonground,cg_duck,duck,bounce,ball,lake,The ball bounced by the lake,commonground,BALL BOUNCE,DUCK LAKE,[NA],n,n,n,n,n,n,n,y,,
sienna/lia,fb1c9290-9050-4114-b4e4-d73bad2fb887,3UL5CE,U6N3dX,510,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_bird_baby_juice.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_bird_baby_juice.webm,,,,,nothing,,Order_1,test_trial,4,agentpatient,ap_drink,bird,drink,juice,baby,The bird drank the juice,agent_ambig,BIRD DRINK,JUICE BABY,unintelligible,n,n,n,n,n,n,n,y,,
sienna/lia,fb1c9290-9050-4114-b4e4-d73bad2fb887,3UL5CE,U6N3dX,510,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_dog_apple_banana.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_dog_apple_banana.webm,,,,,nothing,,Order_1,test_trial,5,agentpatient,ap_eat,dog,eat,apple,banana,The dog ate the apple,patient_ambig,EAT APPLE ,DOG BANANA,unintelligible,n,n,n,n,n,n,n,y,,
sienna/lia,fb1c9290-9050-4114-b4e4-d73bad2fb887,3UL5CE,U6N3dX,510,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,,,,,nothing,,Order_1,test_trial,6,commonground,cg_bear,bear,put-on,shoes,room,The bear put on the shoes,commonground,PUT-ON SHOES ,BEAR ROOM,unintelligible,n,n,n,n,n,n,n,y,,
sienna/lia,fb1c9290-9050-4114-b4e4-d73bad2fb887,3UL5CE,U6N3dX,510,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_baby_milk_juice.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_baby_milk_juice.webm,,,,,nothing,,Order_1,test_trial,7,agentpatient,ap_drink,baby,drink,milk,juice,The baby drank the milk,patient_ambig,DRINK MILK ,BABY JUICE,[NA],n,n,n,n,n,n,n,y,,
sienna/lia,fb1c9290-9050-4114-b4e4-d73bad2fb887,3UL5CE,U6N3dX,510,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_cat_dog_banana.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_cat_dog_banana.webm,,,,,nothing,,Order_1,test_trial,8,agentpatient,ap_eat,cat,eat,banana,dog,The cat ate the banana,agent_ambig,CAT EAT,BANANA DOG,[claps],n,n,n,n,n,n,n,y,,
sienna/lia,e51c7499-eeb6-4ab2-b339-51490fe3e151,YPAWWc,UZDJXC,480,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,,,,,,nothing,,Order_4,train_1,1,NA,train_bunny,bunny,NA,NA,NA,It is a bunny,NA,BUNNY,NA,[points at screen],n,n,NA,NA,NA,n,n,y,,
sienna/lia,e51c7499-eeb6-4ab2-b339-51490fe3e151,YPAWWc,UZDJXC,480,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,,,,,,nothing,,Order_4,train_2,2,NA,train_car,car,NA,NA,NA,It is a car,NA,CAR,NA,[NA],n,n,NA,NA,NA,n,n,y,,
sienna/lia,e51c7499-eeb6-4ab2-b339-51490fe3e151,YPAWWc,UZDJXC,480,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,,,,,,nothing,,Order_4,test_trial,3,commonground,cg_bear,bear,put-on,shoes,room,The bear put on the shoes,commonground,PUT-ON SHOES,BEAR ROOM,[fussy],n,n,n,n,n,n,n,n,fussy,
sienna/lia,e51c7499-eeb6-4ab2-b339-51490fe3e151,YPAWWc,UZDJXC,480,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_dog_cat_apple.webm,,,,,,nothing,,Order_4,test_trial,4,agentpatient,ap_eat,dog,eat,apple,cat,The dog ate the apple,agent_ambig,DOG EAT,CAT APPLE,[NA],n,n,n,n,n,n,n,y,,
sienna/lia,e51c7499-eeb6-4ab2-b339-51490fe3e151,YPAWWc,UZDJXC,480,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_bird_juice_milk.webm,,,,,,nothing,,Order_4,test_trial,5,agentpatient,ap_drink,bird,drink,juice,milk,The bird drank the juice,patient_ambig,DRINK JUICE,BIRD MILK,[fussy],n,n,n,n,n,n,n,n,fussy,
sienna/lia,4a233043-64c1-439d-afb3-d3f9a99b5b6a,3TW24Q,MBYF6B,480,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,,,,,,"""That is?""",,Order_4,train_1,1,NA,train_bunny,bunny,NA,NA,NA,It is a bunny,NA,BUNNY,NA,[points at screen] unintelligible,n,n,NA,NA,NA,n,n,y,,
sienna/lia,4a233043-64c1-439d-afb3-d3f9a99b5b6a,3TW24Q,MBYF6B,480,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,,,,,,*car noise* car,,Order_4,train_2,2,NA,train_car,car,NA,NA,NA,It is a car,NA,CAR,NA,[points at screen] CAR,y,y,NA,NA,NA,y,n,y,,
sienna/lia,4a233043-64c1-439d-afb3-d3f9a99b5b6a,3TW24Q,MBYF6B,480,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,,,,,,Shoes *bear noise*,,Order_4,test_trial,3,commonground,cg_bear,bear,put-on,shoes,room,The bear put on the shoes,commonground,PUT-ON SHOES,BEAR ROOM,unintelligible SHOES; THE SHOES X2 [mom said bear and shoes] YA,y,n,n,y,n,y,n,y,,
sienna/lia,4a233043-64c1-439d-afb3-d3f9a99b5b6a,3TW24Q,MBYF6B,480,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_dog_cat_apple.webm,,,,,,"Apple, apple, apple, apple",,Order_4,test_trial,4,agentpatient,ap_eat,dog,eat,apple,cat,The dog ate the apple,agent_ambig,DOG EAT,CAT APPLE,WHERE IT GO; GO; APPLE [mom said apple] APPLE X3,y,n,n,y,y,n,y,y,,
sienna/lia,4a233043-64c1-439d-afb3-d3f9a99b5b6a,3TW24Q,MBYF6B,480,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_bird_juice_milk.webm,,,,,,"juice, apple, juice, where go?",,Order_4,test_trial,5,agentpatient,ap_drink,bird,drink,juice,milk,The bird drank the juice,patient_ambig,DRINK JUICE,BIRD MILK,WHERE IT GO; [points at screen] unintelligible; APPLE FISH; WHERE IT GO,n,n,n,n,n,n,n,y,,
sienna/lia,4a233043-64c1-439d-afb3-d3f9a99b5b6a,3TW24Q,MBYF6B,480,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,,,,,,unintelligible word,,Order_4,test_trial,6,commonground,cg_duck,duck,bounce,ball,lake,The ball bounced by the lake,commonground,BALL BOUNCE,DUCK LAKE,DUCKS [points at screen]; DUCKS [points at screen]; ,y,y,n,n,n,n,y,y,,
sienna/lia,4a233043-64c1-439d-afb3-d3f9a99b5b6a,3TW24Q,MBYF6B,480,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_cat_banana_apple.webm,,,,,,babbled,,Order_4,test_trial,7,agentpatient,ap_eat,cat,eat,banana,apple,The cat ate the banana,patient_ambig,EAT BANANA,CAT APPLE,unintelligible,n,n,n,n,n,n,n,y,,
sienna/lia,4a233043-64c1-439d-afb3-d3f9a99b5b6a,3TW24Q,MBYF6B,480,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_baby_bird_milk.webm,,,,,,bird,,Order_4,test_trial,8,agentpatient,ap_drink,baby,drink,milk,bird,The baby drank the milk,agent_ambig,BABY DRINK,BIRD MILK,[points at screen]; unintelligible [points at screen],n,n,n,n,n,n,n,y,,
sienna/lia,c04b08ef-3c69-4acb-860d-834820013675,K23WGT,CC5KWU,480,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,,,,,,"Meow, Kuci (cat in Indonesian), Meow",,Order_3,train_1,1,NA,train_bunny,bunny,NA,NA,NA,It is a bunny,NA,BUNNY,NA,unintelligible,n,n,NA,NA,NA,n,n,n,parent is saying child is speaking indonesian and we are not currently accepting non-English/Spanish responses,
sienna/lia,c04b08ef-3c69-4acb-860d-834820013675,K23WGT,CC5KWU,480,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,,,,,,Kuka,,Order_3,train_2,2,NA,train_car,car,NA,NA,NA,It is a car,NA,CAR,NA,"COCA; [mom says, ""what's coca?""] COCA",n,n,NA,NA,NA,n,n,n,parent is saying child is speaking indonesian and we are not currently accepting non-English/Spanish responses,
sienna/lia,c04b08ef-3c69-4acb-860d-834820013675,K23WGT,CC5KWU,480,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,,,,,,Quack quack bola (ball),,Order_3,test_trial,3,commonground,cg_duck,duck,bounce,ball,lake,The ball bounced by the lake,commonground,BALL BOUNCE,DUCK LAKE,[child screems] QUACK QUACK QUACK; QUACK QUACK; QUACK QUACK; QUACK QUACK; QUACK,n,y,n,n,n,n,y,n,parent is saying child is speaking indonesian and we are not currently accepting non-English/Spanish responses,
sienna/lia,c04b08ef-3c69-4acb-860d-834820013675,K23WGT,CC5KWU,480,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_bird_juice_milk.webm,,,,,,"Ooh ahh, kuci (cat)",,Order_3,test_trial,4,agentpatient,ap_drink,bird,drink,juice,milk,The bird drank the juice,patient_ambig,DRINK JUICE,BIRD MILK,UH; UH; [child screams]; BEE [child points at screen] unintelligible OO HA HA OO HA HA unintelligible,n,n,n,n,n,n,n,n,parent is saying child is speaking indonesian and we are not currently accepting non-English/Spanish responses,
sienna/lia,c04b08ef-3c69-4acb-860d-834820013675,K23WGT,CC5KWU,480,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_dog_cat_apple.webm,,,,,,bola (Ball),,Order_3,test_trial,5,agentpatient,ap_eat,dog,eat,apple,cat,The dog ate the apple,agent_ambig,DOG EAT,CAT APPLE,[child makes noises and whines],n,n,n,n,n,n,n,n,fussy,
sienna/lia,c04b08ef-3c69-4acb-860d-834820013675,K23WGT,CC5KWU,480,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,,,,,,nothing,,Order_3,test_trial,6,commonground,cg_bear,bear,put-on,shoes,room,The bear put on the shoes,commonground,PUT-ON SHOES,BEAR ROOM,[child whines] [child points at screen after mom does] [child whines],n,n,n,n,n,n,n,n,fussy,
sienna/lia,c04b08ef-3c69-4acb-860d-834820013675,K23WGT,CC5KWU,480,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_baby_bird_milk.webm,,,,,,nothing,,Order_3,test_trial,7,agentpatient,ap_drink,baby,drink,milk,bird,The baby drank the milk,agent_ambig,BABY DRINK,BIRD MILK,[child points at screen] DOE DOE DOE DOE [child whines],n,n,n,n,n,n,n,n,fussy,
sienna/lia,c04b08ef-3c69-4acb-860d-834820013675,K23WGT,CC5KWU,480,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_cat_banana_apple.webm,,,,,,nothing,,Order_3,test_trial,8,agentpatient,ap_eat,cat,eat,banana,apple,The cat ate the banana,patient_ambig,EAT BANANA,CAT APPLE,[child whines] NO NO NO NO NO ,n,n,n,n,n,n,n,n,fussy,
sienna/lia,12ff8f08-1d99-4623-bc06-42d2bd1793a6,K65UKQ,3TVWGJ,480,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,,,,,,nothing,,Order_3,train_1,1,NA,train_bunny,bunny,NA,NA,NA,It is a bunny,NA,BUNNY,NA,[NA],n,n,NA,NA,NA,n,n,y,,
sienna/lia,12ff8f08-1d99-4623-bc06-42d2bd1793a6,K65UKQ,3TVWGJ,480,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,,,,,,car,,Order_3,train_2,2,NA,train_car,car,NA,NA,NA,It is a car,NA,CAR,NA,[points at screen] unintelligible,n,n,NA,NA,NA,n,n,y,,
sienna/lia,12ff8f08-1d99-4623-bc06-42d2bd1793a6,K65UKQ,3TVWGJ,480,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,,,,,,nothing,,Order_3,test_trial,3,commonground,cg_duck,duck,bounce,ball,lake,The ball bounced by the lake,commonground,BALL BOUNCE,DUCK LAKE,unintelligible,n,n,n,n,n,n,n,y,,
sienna/lia,12ff8f08-1d99-4623-bc06-42d2bd1793a6,K65UKQ,3TVWGJ,480,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_bird_juice_milk.webm,,,,,,whats that,,Order_3,test_trial,4,agentpatient,ap_drink,bird,drink,juice,milk,The bird drank the juice,patient_ambig,DRINK JUICE,BIRD MILK,unintelligible,n,n,n,n,n,n,n,y,,
sienna/lia,12ff8f08-1d99-4623-bc06-42d2bd1793a6,K65UKQ,3TVWGJ,480,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_dog_cat_apple.webm,,,,,,whats that,,Order_3,test_trial,5,agentpatient,ap_eat,dog,eat,apple,cat,The dog ate the apple,agent_ambig,DOG EAT,CAT APPLE,[NA],n,n,n,n,n,n,n,y,,
sienna/lia,12ff8f08-1d99-4623-bc06-42d2bd1793a6,K65UKQ,3TVWGJ,480,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,,,,,,nothing,,Order_3,test_trial,6,commonground,cg_bear,bear,put-on,shoes,room,The bear put on the shoes,commonground,PUT-ON SHOES,BEAR ROOM,[trying to leave moms lap],n,n,n,n,n,n,n,n,fussy,
sienna/lia,12ff8f08-1d99-4623-bc06-42d2bd1793a6,K65UKQ,3TVWGJ,480,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_baby_bird_milk.webm,,,,,,nothing,,Order_3,test_trial,7,agentpatient,ap_drink,baby,drink,milk,bird,The baby drank the milk,agent_ambig,BABY DRINK,BIRD MILK,unintelligible,n,n,n,n,n,n,n,y,,
sienna/lia,12ff8f08-1d99-4623-bc06-42d2bd1793a6,K65UKQ,3TVWGJ,480,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_cat_banana_apple.webm,,,,,,nothing,,Order_3,test_trial,8,agentpatient,ap_eat,cat,eat,banana,apple,The cat ate the banana,patient_ambig,EAT BANANA,CAT APPLE,[NA],n,n,n,n,n,n,n,y,,
sienna/lia,10c89ad7-293d-458f-b552-3c7779031ba6,YQY7TX,WZQJXE,480,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,,,,,,nothing,,Order_3,train_1,1,NA,train_bunny,bunny,NA,NA,NA,It is a bunny,NA,BUNNY,NA,[glitchy video],n,n,NA,NA,NA,n,n,n,glitchy video,
sienna/lia,10c89ad7-293d-458f-b552-3c7779031ba6,YQY7TX,WZQJXE,480,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,,,,,,nothing,,Order_3,train_2,2,NA,train_car,car,NA,NA,NA,It is a car,NA,CAR,NA,[NA],n,n,NA,NA,NA,n,n,y,,
sienna/lia,10c89ad7-293d-458f-b552-3c7779031ba6,YQY7TX,WZQJXE,480,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,,,,,,nothing,,Order_3,test_trial,3,commonground,cg_duck,duck,bounce,ball,lake,The ball bounced by the lake,commonground,BALL BOUNCE,DUCK LAKE,[glitchy video],n,n,n,n,n,n,n,n,glitchy video,
sienna/lia,10c89ad7-293d-458f-b552-3c7779031ba6,YQY7TX,WZQJXE,480,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_bird_juice_milk.webm,,,,,,nothing,,Order_3,test_trial,4,agentpatient,ap_drink,bird,drink,juice,milk,The bird drank the juice,patient_ambig,DRINK JUICE,BIRD MILK,[points at screen],n,n,n,n,n,n,n,y,,
sienna/lia,10c89ad7-293d-458f-b552-3c7779031ba6,YQY7TX,WZQJXE,480,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_dog_cat_apple.webm,,,,,,nothing,,Order_3,test_trial,5,agentpatient,ap_eat,dog,eat,apple,cat,The dog ate the apple,agent_ambig,DOG EAT,CAT APPLE,[glitchy video],n,n,n,n,n,n,n,n,glitchy video,
sienna/lia,10c89ad7-293d-458f-b552-3c7779031ba6,YQY7TX,WZQJXE,480,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,,,,,,nothing,,Order_3,test_trial,6,commonground,cg_bear,bear,put-on,shoes,room,The bear put on the shoes,commonground,PUT-ON SHOES,BEAR ROOM,[points at screen] [mom said bear],n,n,n,n,n,n,n,y,,
sienna/lia,10c89ad7-293d-458f-b552-3c7779031ba6,YQY7TX,WZQJXE,480,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_baby_bird_milk.webm,,,,,,nothing,,Order_3,test_trial,7,agentpatient,ap_drink,baby,drink,milk,bird,The baby drank the milk,agent_ambig,BABY DRINK,BIRD MILK,[NA],n,n,n,n,n,n,n,y,,
sienna/lia,10c89ad7-293d-458f-b552-3c7779031ba6,YQY7TX,WZQJXE,480,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_cat_banana_apple.webm,,,,,,nothing,,Order_3,test_trial,8,agentpatient,ap_eat,cat,eat,banana,apple,The cat ate the banana,patient_ambig,EAT BANANA,CAT APPLE,[file was missing so we defer to parental transcript],n,n,n,n,n,n,n,y,,
sienna/lia,a461370e-2f7c-475e-9ba2-e70ad2389566,d5SXS5,S4VHG4,480,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,,,,,,doe,,Order_2,train_1,1,NA,train_bunny,bunny,NA,NA,NA,It is a bunny,NA,BUNNY,NA,[child points at screen] DOG,y,y,NA,NA,NA,y,n,y,,
sienna/lia,a461370e-2f7c-475e-9ba2-e70ad2389566,d5SXS5,S4VHG4,480,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,,,,,,growls,,Order_2,train_2,2,NA,train_car,car,NA,NA,NA,It is a car,NA,CAR,NA,unintelligible,n,n,NA,NA,NA,n,n,y,,
sienna/lia,a461370e-2f7c-475e-9ba2-e70ad2389566,d5SXS5,S4VHG4,480,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,,,,,,nothing,,Order_2,test_trial,3,commonground,cg_bear,bear,put-on,shoes,room,The bear put on the shoes,commonground,PUT-ON SHOES,BEAR ROOM,[NA],n,n,n,n,n,n,n,y,,
sienna/lia,a461370e-2f7c-475e-9ba2-e70ad2389566,d5SXS5,S4VHG4,480,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_dog_apple_banana.webm,,,,,,nothing,,Order_2,test_trial,4,agentpatient,ap_eat,dog,eat,apple,banana,The dog ate the apple,patient_ambig,APPLE EAT,DOG BANANA,[NA],n,n,n,n,n,n,n,y,,
sienna/lia,a461370e-2f7c-475e-9ba2-e70ad2389566,d5SXS5,S4VHG4,480,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_bird_baby_juice.webm,,,,,,nothing,,Order_2,test_trial,5,agentpatient,ap_drink,bird,drink,juice,baby,The bird drank the juice,agent_ambig,BIRD DRINK,JUICE BABY,[NA],n,n,n,n,n,n,n,y,,
sienna/lia,a461370e-2f7c-475e-9ba2-e70ad2389566,d5SXS5,S4VHG4,480,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,,,,,,ball,,Order_2,test_trial,6,commonground,cg_duck,duck,bounce,ball,lake,The ball bounced by the lake,commonground,BALL BOUNCE,DUCK LAKE,[NA],n,n,n,n,n,n,n,y,,
sienna/lia,a461370e-2f7c-475e-9ba2-e70ad2389566,d5SXS5,S4VHG4,480,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_cat_dog_banana.webm,,,,,,nothing,,Order_2,test_trial,7,agentpatient,ap_eat,cat,eat,banana,dog,The cat ate the banana,agent_ambig,CAT EAT,BANANA DOG,[NA],n,n,n,n,n,n,n,y,,
sienna/lia,a461370e-2f7c-475e-9ba2-e70ad2389566,d5SXS5,S4VHG4,480,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_baby_milk_juice.webm,,,,,,nothing,,Order_2,test_trial,8,agentpatient,ap_drink,baby,drink,milk,juice,The baby drank the milk,patient_ambig,MILK DRINK,BABY JUICE,[NA],n,n,n,n,n,n,n,y,,
sienna/lia,328a23ed-c1e3-4fab-9e6b-e82d18f1a8b5,BJ2JXY,BS454Y,480,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,,,,,nothing,,Order_1,train_1,1,NA,train_bunny,bunny,NA,NA,NA,It is a bunny,NA,BUNNY,NA,unintelligible BUBUBU,n,n,NA,NA,NA,n,n,y,,
sienna/lia,328a23ed-c1e3-4fab-9e6b-e82d18f1a8b5,BJ2JXY,BS454Y,480,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,,,,,nothing,,Order_1,train_2,2,NA,train_car,car,NA,NA,NA,It is a car,NA,CAR,NA,unintelligible,n,n,NA,NA,NA,n,n,y,,
sienna/lia,328a23ed-c1e3-4fab-9e6b-e82d18f1a8b5,BJ2JXY,BS454Y,480,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,,,,,nothing,,Order_1,test_trial,3,commonground,cg_duck,duck,bounce,ball,lake,The ball bounced by the lake,commonground,BALL BOUNCE,DUCK LAKE,[NA],n,n,n,n,n,n,n,y,,
