coder,response_uuid,participant__hashed_id,child_hashed_id,child__age_rounded,child__gender,videoShown,audioPlayed,frame_duration_stimuli,frame_duration_respond,frame_duration_transcribe,event0_timestamp,parent_transcription,response_video_file,session_order,trial_type,trial_num,testtrial_type,stimulus_set,stimulus_subject,stimulus_verb,stimulus_object,stimulus_distractor,stimulus_targetutterance,stimulus_condition,informative_entities,uninformative_entities,response_exact_utterance,response_attempted_target,response_included_subject,response_included_verb,response_included_object,response_included_distractor,response_included_informative,response_included_uninformative,include_trial,exclusion_reason,notes_trial
sienna/lia,dc3b77fb-b0c6-4082-88e4-c2fae33fec0b,DQKLQ6,SAY42L,630,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_baby_bird_milk.webm,,,,,,"""bellel""",,Order_4,test_trial,8,agentpatient,ap_drink,baby,drink,milk,bird,The baby drank the milk,agent_ambig,BABY DRINK,BIRD MILK,unintelligible,n,n,n,n,n,n,n,y,,
sienna/lia,61c12207-8723-4fdc-bb70-e674b42d4c3d,QJXG5d,ZMPBLU,630,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,,,,,,Cat!  Meow meow,,Order_2,train_1,1,NA,train_bunny,bunny,NA,NA,NA,It is a bunny,NA,BUNNY,NA,A CAT MEOW MEOW HA HA,y,y,NA,NA,NA,y,n,y,,
sienna/lia,61c12207-8723-4fdc-bb70-e674b42d4c3d,QJXG5d,ZMPBLU,630,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,,,,,,car,,Order_2,train_2,2,NA,train_car,car,NA,NA,NA,It is a car,NA,CAR,NA,CAR,y,y,NA,NA,NA,y,n,y,,
sienna/lia,61c12207-8723-4fdc-bb70-e674b42d4c3d,QJXG5d,ZMPBLU,630,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,,,,,,bear bear open door more,,Order_2,test_trial,3,commonground,cg_bear,bear,put-on,shoes,room,The bear put on the shoes,commonground,PUT-ON SHOES,BEAR ROOM,"BEAR BEAR [mom says, ""Bear, what did the bear do? Did he eat icecream?""] unintelligible [hits hands together]",y,y,n,n,n,n,y,y,,
sienna/lia,61c12207-8723-4fdc-bb70-e674b42d4c3d,QJXG5d,ZMPBLU,630,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_dog_apple_banana.webm,,,,,,doggie apple,,Order_2,test_trial,4,agentpatient,ap_eat,dog,eat,apple,banana,The dog ate the apple,patient_ambig,APPLE EAT,DOG BANANA,DOGGY APPLE,y,y,n,y,n,y,y,y,,
sienna/lia,61c12207-8723-4fdc-bb70-e674b42d4c3d,QJXG5d,ZMPBLU,630,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_bird_baby_juice.webm,,,,,,doggie ate,,Order_2,test_trial,5,agentpatient,ap_drink,bird,drink,juice,baby,The bird drank the juice,agent_ambig,BIRD DRINK,JUICE BABY,DOGGY ATE unintelligible; [points behind],n,n,n,n,n,n,n,y,,
sienna/lia,61c12207-8723-4fdc-bb70-e674b42d4c3d,QJXG5d,ZMPBLU,630,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,,,,,,birdie something something ,,Order_2,test_trial,6,commonground,cg_duck,duck,bounce,ball,lake,The ball bounced by the lake,commonground,BALL BOUNCE,DUCK LAKE,"BIRDY [mom says, ""Did the birdy go swimming? Did the birdy take a bath?""]",n,n,n,n,n,n,n,y,,
sienna/lia,61c12207-8723-4fdc-bb70-e674b42d4c3d,QJXG5d,ZMPBLU,630,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_cat_dog_banana.webm,,,,,,doggie birdie no kitty cat,,Order_2,test_trial,7,agentpatient,ap_eat,cat,eat,banana,dog,The cat ate the banana,agent_ambig,CAT EAT,BANANA DOG,"DOGGY; BIRDY; [mom says, ""Was there a kitty cat?""] NO NO",n,n,n,n,y,n,y,y,,
sienna/lia,61c12207-8723-4fdc-bb70-e674b42d4c3d,QJXG5d,ZMPBLU,630,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_baby_milk_juice.webm,,,,,,baby drank milky,,Order_2,test_trial,8,agentpatient,ap_drink,baby,drink,milk,juice,The baby drank the milk,patient_ambig,MILK DRINK,BABY JUICE,"A BABE; [mom says, ""What did the baby do?""] unintelligible; [mom says, ""Did the baby drink milky?""] YA MILKY; unintelligible ",y,y,n,n,n,n,y,y,,
sienna/lia,5a10ff62-d459-4a42-b91e-f1c96d96b96c,SYcWD7,FKXLLE,630,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,,,,,,nothing,,Order_2,train_1,1,NA,train_bunny,bunny,NA,NA,NA,It is a bunny,NA,BUNNY,NA,PUPPY,y,y,NA,NA,NA,y,n,y,,
sienna/lia,5a10ff62-d459-4a42-b91e-f1c96d96b96c,SYcWD7,FKXLLE,630,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,,,,,,nothing,,Order_2,train_2,2,NA,train_car,car,NA,NA,NA,It is a car,NA,CAR,NA,[NA],n,n,NA,NA,NA,n,n,y,,
sienna/lia,5a10ff62-d459-4a42-b91e-f1c96d96b96c,SYcWD7,FKXLLE,630,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,,,,,,nothing,,Order_2,test_trial,3,commonground,cg_bear,bear,put-on,shoes,room,The bear put on the shoes,commonground,PUT-ON SHOES,BEAR ROOM,[NA],n,n,n,n,n,n,n,y,,
sienna/lia,5a10ff62-d459-4a42-b91e-f1c96d96b96c,SYcWD7,FKXLLE,630,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_dog_apple_banana.webm,,,,,,puppy,,Order_2,test_trial,4,agentpatient,ap_eat,dog,eat,apple,banana,The dog ate the apple,patient_ambig,APPLE EAT,DOG BANANA,[NA],n,n,n,n,n,n,n,y,,
sienna/lia,5a10ff62-d459-4a42-b91e-f1c96d96b96c,SYcWD7,FKXLLE,630,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_bird_baby_juice.webm,,,,,,uhh oh,,Order_2,test_trial,5,agentpatient,ap_drink,bird,drink,juice,baby,The bird drank the juice,agent_ambig,BIRD DRINK,JUICE BABY,unintelligible; UH OH,n,n,n,n,n,n,n,y,,
sienna/lia,5a10ff62-d459-4a42-b91e-f1c96d96b96c,SYcWD7,FKXLLE,630,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,,,,,,nothing,,Order_2,test_trial,6,commonground,cg_duck,duck,bounce,ball,lake,The ball bounced by the lake,commonground,BALL BOUNCE,DUCK LAKE,[NA],n,n,n,n,n,n,n,y,,
sienna/lia,5a10ff62-d459-4a42-b91e-f1c96d96b96c,SYcWD7,FKXLLE,630,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_cat_dog_banana.webm,,,,,,nana,,Order_2,test_trial,7,agentpatient,ap_eat,cat,eat,banana,dog,The cat ate the banana,agent_ambig,CAT EAT,BANANA DOG,NANANANANA,y,n,n,y,n,n,y,y,,
sienna/lia,5a10ff62-d459-4a42-b91e-f1c96d96b96c,SYcWD7,FKXLLE,630,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_baby_milk_juice.webm,,,,,,nothing,,Order_2,test_trial,8,agentpatient,ap_drink,baby,drink,milk,juice,The baby drank the milk,patient_ambig,MILK DRINK,BABY JUICE,unintelligible,n,n,n,n,n,n,n,y,,
sienna/lia,cd562869-2a83-43df-84a6-907ed3f6a012,2GQdXJ,HWd7VH,630,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,,,,,,hop,,Order_2,train_1,1,NA,train_bunny,bunny,NA,NA,NA,It is a bunny,NA,BUNNY,NA,BEEBEE; BUNNY,y,y,NA,NA,NA,y,n,y,,
sienna/lia,cd562869-2a83-43df-84a6-907ed3f6a012,2GQdXJ,HWd7VH,630,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,,,,,,car,,Order_2,train_2,2,NA,train_car,car,NA,NA,NA,It is a car,NA,CAR,NA,CAR,y,y,NA,NA,NA,y,n,y,,
sienna/lia,cd562869-2a83-43df-84a6-907ed3f6a012,2GQdXJ,HWd7VH,630,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,,,,,,open,,Order_2,test_trial,3,commonground,cg_bear,bear,put-on,shoes,room,The bear put on the shoes,commonground,PUT-ON SHOES,BEAR ROOM,OPEN; [pointing at screen],n,n,n,n,n,n,n,y,,
sienna/lia,cd562869-2a83-43df-84a6-907ed3f6a012,2GQdXJ,HWd7VH,630,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_dog_apple_banana.webm,,,,,,quaquaqua,,Order_2,test_trial,4,agentpatient,ap_eat,dog,eat,apple,banana,The dog ate the apple,patient_ambig,APPLE EAT,DOG BANANA,unintelligible,n,n,n,n,n,n,n,y,,
sienna/lia,cd562869-2a83-43df-84a6-907ed3f6a012,2GQdXJ,HWd7VH,630,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_bird_baby_juice.webm,,,,,,baby and quaqua,,Order_2,test_trial,5,agentpatient,ap_drink,bird,drink,juice,baby,The bird drank the juice,agent_ambig,BIRD DRINK,JUICE BABY,"PEEPEE, unintelligible",n,n,n,n,n,n,n,y,,
sienna/lia,cd562869-2a83-43df-84a6-907ed3f6a012,2GQdXJ,HWd7VH,630,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,,,,,,open coco,,Order_2,test_trial,6,commonground,cg_duck,duck,bounce,ball,lake,The ball bounced by the lake,commonground,BALL BOUNCE,DUCK LAKE,unintelligible,n,n,n,n,n,n,n,y,,
sienna/lia,cd562869-2a83-43df-84a6-907ed3f6a012,2GQdXJ,HWd7VH,630,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_cat_dog_banana.webm,,,,,,nana nana,,Order_2,test_trial,7,agentpatient,ap_eat,cat,eat,banana,dog,The cat ate the banana,agent_ambig,CAT EAT,BANANA DOG,NANA X3,y,n,n,y,n,n,y,y,,
sienna/lia,cd562869-2a83-43df-84a6-907ed3f6a012,2GQdXJ,HWd7VH,630,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_baby_milk_juice.webm,,,,,,nothing,,Order_2,test_trial,8,agentpatient,ap_drink,baby,drink,milk,juice,The baby drank the milk,patient_ambig,MILK DRINK,BABY JUICE,[NA],n,n,n,n,n,n,n,y,,
sienna/lia,919a8936-fe24-4344-86ac-cbcd8056c817,JGNBK7,XYHR5A,630,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,,,,,meow meow meow,,Order_1,train_1,1,NA,train_bunny,bunny,NA,NA,NA,It is a bunny,NA,BUNNY,NA,MEOW MEOW,y,y,NA,NA,NA,y,n,y,,
sienna/lia,919a8936-fe24-4344-86ac-cbcd8056c817,JGNBK7,XYHR5A,630,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,,,,,car car go car,,Order_1,train_2,2,NA,train_car,car,NA,NA,NA,It is a car,NA,CAR,NA,[glitchy video],n,n,NA,NA,NA,n,n,n,glitchy video,
sienna/lia,919a8936-fe24-4344-86ac-cbcd8056c817,JGNBK7,XYHR5A,630,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,,,,,knock knock,,Order_1,test_trial,3,commonground,cg_duck,duck,bounce,ball,lake,The ball bounced by the lake,commonground,BALL BOUNCE,DUCK LAKE,NA NA,n,n,n,n,n,n,n,y,,
sienna/lia,919a8936-fe24-4344-86ac-cbcd8056c817,JGNBK7,XYHR5A,630,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_bird_baby_juice.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_bird_baby_juice.webm,,,,,meow go go,,Order_1,test_trial,4,agentpatient,ap_drink,bird,drink,juice,baby,The bird drank the juice,agent_ambig,BIRD DRINK,JUICE BABY,BYE; unintelligible,n,n,n,n,n,n,n,y,,
sienna/lia,919a8936-fe24-4344-86ac-cbcd8056c817,JGNBK7,XYHR5A,630,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_dog_apple_banana.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_dog_apple_banana.webm,,,,,apple purple,,Order_1,test_trial,5,agentpatient,ap_eat,dog,eat,apple,banana,The dog ate the apple,patient_ambig,EAT APPLE ,DOG BANANA,[child goes out of frame],n,n,n,n,n,n,n,n,inattentive/fussy,
sienna/lia,919a8936-fe24-4344-86ac-cbcd8056c817,JGNBK7,XYHR5A,630,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,,,,,"pointed to foot, grr, de doo (thank you)",,Order_1,test_trial,6,commonground,cg_bear,bear,put-on,shoes,room,The bear put on the shoes,commonground,PUT-ON SHOES ,BEAR ROOM,[glitchy video],n,n,n,n,n,n,n,n,glitchy video,
sienna/lia,919a8936-fe24-4344-86ac-cbcd8056c817,JGNBK7,XYHR5A,630,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_baby_milk_juice.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_baby_milk_juice.webm,,,,,oooh baby baby baby,,Order_1,test_trial,7,agentpatient,ap_drink,baby,drink,milk,juice,The baby drank the milk,patient_ambig,DRINK MILK ,BABY JUICE,[glitchy video],n,n,n,n,n,n,n,n,glitchy video,
sienna/lia,919a8936-fe24-4344-86ac-cbcd8056c817,JGNBK7,XYHR5A,630,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_cat_dog_banana.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_cat_dog_banana.webm,,,,,angry noises but no words,,Order_1,test_trial,8,agentpatient,ap_eat,cat,eat,banana,dog,The cat ate the banana,agent_ambig,CAT EAT,BANANA DOG,[child tries to leave],n,n,n,n,n,n,n,n,inattentive/fussy,
sienna/lia,c2e628f8-f22a-4c30-af7d-af6706a667d1,DBJ6C5,ZRVXUF,630,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,,,,,Money (bunny),,Order_1,train_1,1,NA,train_bunny,bunny,NA,NA,NA,It is a bunny,NA,BUNNY,NA,BUNNY X3,y,y,NA,NA,NA,y,n,y,,
sienna/lia,c2e628f8-f22a-4c30-af7d-af6706a667d1,DBJ6C5,ZRVXUF,630,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,,,,,She tried to say car,,Order_1,train_2,2,NA,train_car,car,NA,NA,NA,It is a car,NA,CAR,NA,unintelligible,n,n,NA,NA,NA,n,n,y,,
sienna/lia,c2e628f8-f22a-4c30-af7d-af6706a667d1,DBJ6C5,ZRVXUF,630,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,,,,,A duck! Uh Oh. Ball,,Order_1,test_trial,3,commonground,cg_duck,duck,bounce,ball,lake,The ball bounced by the lake,commonground,BALL BOUNCE,DUCK LAKE,DUCK X2; UH OH; BALL,y,y,n,y,n,y,y,y,,
sienna/lia,c2e628f8-f22a-4c30-af7d-af6706a667d1,DBJ6C5,ZRVXUF,630,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_bird_baby_juice.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_bird_baby_juice.webm,,,,,Uh oh Mommy uh oh,,Order_1,test_trial,4,agentpatient,ap_drink,bird,drink,juice,baby,The bird drank the juice,agent_ambig,BIRD DRINK,JUICE BABY,"UH OH, MUMMY; UH OH",n,n,n,n,n,n,n,y,,
sienna/lia,c2e628f8-f22a-4c30-af7d-af6706a667d1,DBJ6C5,ZRVXUF,630,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_dog_apple_banana.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_dog_apple_banana.webm,,,,,Uh oh uh oh uh oh,,Order_1,test_trial,5,agentpatient,ap_eat,dog,eat,apple,banana,The dog ate the apple,patient_ambig,EAT APPLE ,DOG BANANA,"NO, UH OH X4",n,n,n,n,n,n,n,y,,
sienna/lia,c2e628f8-f22a-4c30-af7d-af6706a667d1,DBJ6C5,ZRVXUF,630,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,,,,,"No. Uh oh, uh oh, uh oh",,Order_1,test_trial,6,commonground,cg_bear,bear,put-on,shoes,room,The bear put on the shoes,commonground,PUT-ON SHOES ,BEAR ROOM,UH OH X4,n,n,n,n,n,n,n,y,,
sienna/lia,c2e628f8-f22a-4c30-af7d-af6706a667d1,DBJ6C5,ZRVXUF,630,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_baby_milk_juice.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_baby_milk_juice.webm,,,,,Uh oh uh oh mommy,,Order_1,test_trial,7,agentpatient,ap_drink,baby,drink,milk,juice,The baby drank the milk,patient_ambig,DRINK MILK ,BABY JUICE,UH OH X2,n,n,n,n,n,n,n,y,,
sienna/lia,c2e628f8-f22a-4c30-af7d-af6706a667d1,DBJ6C5,ZRVXUF,630,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_cat_dog_banana.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_cat_dog_banana.webm,,,,,Uh oh,,Order_1,test_trial,8,agentpatient,ap_eat,cat,eat,banana,dog,The cat ate the banana,agent_ambig,CAT EAT,BANANA DOG,UH OH X8,n,n,n,n,n,n,n,y,,
sienna/lia,b24aa5e7-fa49-4dfa-ad28-3b347c977f85,7QSA5S,CBScHD,600,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,,,,,,hoppit!,,Order_4,train_1,1,NA,train_bunny,bunny,NA,NA,NA,It is a bunny,NA,BUNNY,NA,YA; unintelligible,n,n,NA,NA,NA,n,n,n,this child did training trials and test trials 1-3 already in order 3 so we cannot count these attempts,
sienna/lia,b24aa5e7-fa49-4dfa-ad28-3b347c977f85,7QSA5S,CBScHD,600,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,,,,,,vruuumm,,Order_4,train_2,2,NA,train_car,car,NA,NA,NA,It is a car,NA,CAR,NA,YA VROOM,y,y,NA,NA,NA,y,n,n,this child did training trials and test trials 1-3 already in order 3 so we cannot count these attempts,
sienna/lia,b24aa5e7-fa49-4dfa-ad28-3b347c977f85,7QSA5S,CBScHD,600,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,,,,,,nothing,,Order_4,test_trial,3,commonground,cg_bear,bear,put-on,shoes,room,The bear put on the shoes,commonground,PUT-ON SHOES,BEAR ROOM,[fussing],n,n,n,n,n,n,n,n,this child did training trials and test trials 1-3 already in order 3 so we cannot count these attempts,
sienna/lia,b24aa5e7-fa49-4dfa-ad28-3b347c977f85,7QSA5S,CBScHD,600,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_dog_cat_apple.webm,,,,,,meow,,Order_4,test_trial,4,agentpatient,ap_eat,dog,eat,apple,cat,The dog ate the apple,agent_ambig,DOG EAT,CAT APPLE,[points at screen] MEOW MEOW; MEOW MEOW; unintelligible,n,n,n,n,y,n,y,n,this child did training trials and test trials 1-3 already in order 3 so we cannot count these attempts,
sienna/lia,b24aa5e7-fa49-4dfa-ad28-3b347c977f85,7QSA5S,CBScHD,600,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_bird_juice_milk.webm,,,,,,meow,,Order_4,test_trial,5,agentpatient,ap_drink,bird,drink,juice,milk,The bird drank the juice,patient_ambig,DRINK JUICE,BIRD MILK,MEOW; MEOW MEOW,n,n,n,n,n,n,n,n,this child did training trials and test trials 1-3 already in order 3 so we cannot count these attempts,
sienna/lia,b24aa5e7-fa49-4dfa-ad28-3b347c977f85,7QSA5S,CBScHD,600,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,,,,,,nothing,,Order_4,test_trial,6,commonground,cg_duck,duck,bounce,ball,lake,The ball bounced by the lake,commonground,BALL BOUNCE,DUCK LAKE,[fussing],n,n,n,n,n,n,n,n,fussy,
sienna/lia,b24aa5e7-fa49-4dfa-ad28-3b347c977f85,7QSA5S,CBScHD,600,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_cat_banana_apple.webm,,,,,,meow,,Order_4,test_trial,7,agentpatient,ap_eat,cat,eat,banana,apple,The cat ate the banana,patient_ambig,EAT BANANA,CAT APPLE,[points at screen] unintelligible; OH NO; WHY WHY WHY; unintelligible,n,n,n,n,n,n,n,y,,
sienna/lia,b24aa5e7-fa49-4dfa-ad28-3b347c977f85,7QSA5S,CBScHD,600,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_baby_bird_milk.webm,,,,,,"baby, caw caw",,Order_4,test_trial,8,agentpatient,ap_drink,baby,drink,milk,bird,The baby drank the milk,agent_ambig,BABY DRINK,BIRD MILK,BABY; BABY; EYES; WHY; unintelligible,y,y,n,n,n,y,n,y,,
sienna/lia,bb334468-12a3-4c43-8a94-71cc5a1257fa,A3HGKY,EC7XHJ,600,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,,,,,,bunny,,Order_4,train_1,1,NA,train_bunny,bunny,NA,NA,NA,It is a bunny,NA,BUNNY,NA,"MAMA MAMA MAMA [mom says, ""Can you see that? That's a bunny, can you say bunny?""] BUNNY",y,y,NA,NA,NA,y,n,y,,
sienna/lia,bb334468-12a3-4c43-8a94-71cc5a1257fa,A3HGKY,EC7XHJ,600,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,,,,,,car,,Order_4,train_2,2,NA,train_car,car,NA,NA,NA,It is a car,NA,CAR,NA,MAMA MAMA unintelligible,n,n,NA,NA,NA,n,n,y,,
sienna/lia,bb334468-12a3-4c43-8a94-71cc5a1257fa,A3HGKY,EC7XHJ,600,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,,,,,,bear bear,,Order_4,test_trial,3,commonground,cg_bear,bear,put-on,shoes,room,The bear put on the shoes,commonground,PUT-ON SHOES,BEAR ROOM,"THE BEAR [mom says, ""What happened to the bear?""] [points at screen]",y,y,n,n,n,n,y,y,,
sienna/lia,bb334468-12a3-4c43-8a94-71cc5a1257fa,A3HGKY,EC7XHJ,600,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_dog_cat_apple.webm,,,,,,nothing,,Order_4,test_trial,4,agentpatient,ap_eat,dog,eat,apple,cat,The dog ate the apple,agent_ambig,DOG EAT,CAT APPLE,[points at screen] MAMAMAMA,n,n,n,n,n,n,n,y,,
sienna/lia,bb334468-12a3-4c43-8a94-71cc5a1257fa,A3HGKY,EC7XHJ,600,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_bird_juice_milk.webm,,,,,,more,,Order_4,test_trial,5,agentpatient,ap_drink,bird,drink,juice,milk,The bird drank the juice,patient_ambig,DRINK JUICE,BIRD MILK,unintelligible; OPEN,n,n,n,n,n,n,n,y,,
sienna/lia,bb334468-12a3-4c43-8a94-71cc5a1257fa,A3HGKY,EC7XHJ,600,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,,,,,,nothing (more biscuit),,Order_4,test_trial,6,commonground,cg_duck,duck,bounce,ball,lake,The ball bounced by the lake,commonground,BALL BOUNCE,DUCK LAKE,A BABY X4,n,n,n,n,n,n,n,y,,
sienna/lia,bb334468-12a3-4c43-8a94-71cc5a1257fa,A3HGKY,EC7XHJ,600,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_cat_banana_apple.webm,,,,,,banana,,Order_4,test_trial,7,agentpatient,ap_eat,cat,eat,banana,apple,The cat ate the banana,patient_ambig,EAT BANANA,CAT APPLE,"MAMA unintelligible; BAN [mom says, ""Banana?""] BANANA",y,n,n,y,n,y,n,y,,
sienna/lia,bb334468-12a3-4c43-8a94-71cc5a1257fa,A3HGKY,EC7XHJ,600,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_baby_bird_milk.webm,,,,,,baby,,Order_4,test_trial,8,agentpatient,ap_drink,baby,drink,milk,bird,The baby drank the milk,agent_ambig,BABY DRINK,BIRD MILK,"BABY X2 [mom say's ""Baby?""]",y,y,n,n,n,y,n,y,,
sienna/lia,27b42e9e-5e3f-4ce4-b4ea-95e6455f6214,7QSA5S,CBScHD,600,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,,,,,,bunny,,Order_3,train_1,1,NA,train_bunny,bunny,NA,NA,NA,It is a bunny,NA,BUNNY,NA,UPPY,y,y,NA,NA,NA,y,n,y,,
sienna/lia,27b42e9e-5e3f-4ce4-b4ea-95e6455f6214,7QSA5S,CBScHD,600,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,,,,,,vrummmm,,Order_3,train_2,2,NA,train_car,car,NA,NA,NA,It is a car,NA,CAR,NA,CHROOM,y,y,NA,NA,NA,y,n,y,,
sienna/lia,27b42e9e-5e3f-4ce4-b4ea-95e6455f6214,7QSA5S,CBScHD,600,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,,,,,,peek a boo duck,,Order_3,test_trial,3,commonground,cg_duck,duck,bounce,ball,lake,The ball bounced by the lake,commonground,BALL BOUNCE,DUCK LAKE,unintelligible; YEAH; unintelligible,n,n,n,n,n,n,n,y,,
